"","ParkName","ParkCode","LocationID","PeriodID","EventID","SamplingGear","ChannelType","SiteNumber","TaxaFishNumber","TotalLength_Millimeters","Weight_Grams","FishAnomaly","Vouchered","NumObs","BatchID","BatchWT_Grams","Comments","TaxonCode","CommonName","FamilyName","VerbatimIdentification","TSN","ScientificName","ScientificName_flag","ScientificNameDataSource","GBIFTaxonID","TaxonRank","Tolerance","ReproductiveClassification","TrophicClassification","dwcType","dwcBasisOfRecord","Year","key","station","water_year","annual_mean","short_term_change","days_over_7xmedian","high_flow_duration","fall_rate"
"1","Tallgrass Prairie National Preserve","TAPR","TAPRShiner01middl","TAPRShiner2005Oct03","TAPRShiner2005Oct05","seine","main",5,1,-999,-999,"No Anomalies",FALSE,1,0,-999,NA,"amemel","Black bullhead","Ictaluridae","Ameiurus melas",164039,"Ameiurus melas","A","GBIF Backbone Taxonomy",2340977,"species","Moderately tolerent to poor water quality and human disturbance","Lithophilic spawner - spawns in clean gravel or cobble substrate. Can be simple. site prep. or parental care spawners","Detritivore/Algivore-Herbivore/Invertivore/Piscivore   (i.e. Generalist/Omnivore)","Event","HumanObservation",2005,"07182250-2005","07182250",2005,"1359.41","72.62",59,6,"-328.76"
"2","Tallgrass Prairie National Preserve","TAPR","TAPRShiner02lower","TAPRShiner2002Sep30","TAPRShiner2002Oct02","seine","main",1,1,-999,-999,"No Anomalies",FALSE,9,0,-999,NA,"amemel","Black bullhead","Ictaluridae","Ameiurus melas",164039,"Ameiurus melas","A","GBIF Backbone Taxonomy",2340977,"species","Moderately tolerent to poor water quality and human disturbance","Lithophilic spawner - spawns in clean gravel or cobble substrate. Can be simple. site prep. or parental care spawners","Detritivore/Algivore-Herbivore/Invertivore/Piscivore   (i.e. Generalist/Omnivore)","Event","HumanObservation",2002,"07182250-2002","07182250",2002,"306.55","-61.07",21,2,"-105.78"
"3","Tallgrass Prairie National Preserve","TAPR","TAPRShiner04middl","TAPRShiner2005Oct03","TAPRShiner2005Oct03","seine","main",5,1,-999,-999,"No Anomalies",FALSE,1,0,-999,NA,"amemel","Black bullhead","Ictaluridae","Ameiurus melas",164039,"Ameiurus melas","A","GBIF Backbone Taxonomy",2340977,"species","Moderately tolerent to poor water quality and human disturbance","Lithophilic spawner - spawns in clean gravel or cobble substrate. Can be simple. site prep. or parental care spawners","Detritivore/Algivore-Herbivore/Invertivore/Piscivore   (i.e. Generalist/Omnivore)","Event","HumanObservation",2005,"07182250-2005","07182250",2005,"1359.41","72.62",59,6,"-328.76"
"4","Tallgrass Prairie National Preserve","TAPR","TAPRShiner23middl","TAPRShiner2002Sep30","TAPRShiner2002Oct02","seine","main",2,1,-999,-999,"No Anomalies",FALSE,1,0,-999,NA,"amemel","Black bullhead","Ictaluridae","Ameiurus melas",164039,"Ameiurus melas","A","GBIF Backbone Taxonomy",2340977,"species","Moderately tolerent to poor water quality and human disturbance","Lithophilic spawner - spawns in clean gravel or cobble substrate. Can be simple. site prep. or parental care spawners","Detritivore/Algivore-Herbivore/Invertivore/Piscivore   (i.e. Generalist/Omnivore)","Event","HumanObservation",2002,"07182250-2002","07182250",2002,"306.55","-61.07",21,2,"-105.78"
"5","Tallgrass Prairie National Preserve","TAPR","TAPRShiner23middl","TAPRShiner2004Oct04","TAPRShiner2004Oct05","seine","main",2,1,-999,-999,"No Anomalies",FALSE,1,0,-999,NA,"amemel","Black bullhead","Ictaluridae","Ameiurus melas",164039,"Ameiurus melas","A","GBIF Backbone Taxonomy",2340977,"species","Moderately tolerent to poor water quality and human disturbance","Lithophilic spawner - spawns in clean gravel or cobble substrate. Can be simple. site prep. or parental care spawners","Detritivore/Algivore-Herbivore/Invertivore/Piscivore   (i.e. Generalist/Omnivore)","Event","HumanObservation",2004,"07182250-2004","07182250",2004,"1146.83","45.63",55,6,"-297.67"
"6","Tallgrass Prairie National Preserve","TAPR","TAPRShiner23middl","TAPRShiner2006Sep18","TAPRShiner2006Sep20","seine","main",3,1,185,79,"Lesions",FALSE,1,0,-999,NA,"amemel","Black bullhead","Ictaluridae","Ameiurus melas",164039,"Ameiurus melas","A","GBIF Backbone Taxonomy",2340977,"species","Moderately tolerent to poor water quality and human disturbance","Lithophilic spawner - spawns in clean gravel or cobble substrate. Can be simple. site prep. or parental care spawners","Detritivore/Algivore-Herbivore/Invertivore/Piscivore   (i.e. Generalist/Omnivore)","Event","HumanObservation",2006,"07182250-2006","07182250",2006,"210.05","-73.33",8,2,"-44.98"
"7","Tallgrass Prairie National Preserve","TAPR","TAPRShiner23middl","TAPRShiner2007Sep09","TAPRShiner2007Sep12","seine","main",3,1,32,-999,"No Anomalies",FALSE,1,1,-999,NA,"amemel","Black bullhead","Ictaluridae","Ameiurus melas",164039,"Ameiurus melas","A","GBIF Backbone Taxonomy",2340977,"species","Moderately tolerent to poor water quality and human disturbance","Lithophilic spawner - spawns in clean gravel or cobble substrate. Can be simple. site prep. or parental care spawners","Detritivore/Algivore-Herbivore/Invertivore/Piscivore   (i.e. Generalist/Omnivore)","Event","HumanObservation",2007,"07182250-2007","07182250",2007,"653.65","-17",37,5,"-232.11"
"8","Tallgrass Prairie National Preserve","TAPR","TAPRShiner23middl","TAPRShiner2007Sep09","TAPRShiner2007Sep12","seine","main",3,2,33,-999,"No Anomalies",FALSE,1,1,2,NA,"amemel","Black bullhead","Ictaluridae","Ameiurus melas",164039,"Ameiurus melas","A","GBIF Backbone Taxonomy",2340977,"species","Moderately tolerent to poor water quality and human disturbance","Lithophilic spawner - spawns in clean gravel or cobble substrate. Can be simple. site prep. or parental care spawners","Detritivore/Algivore-Herbivore/Invertivore/Piscivore   (i.e. Generalist/Omnivore)","Event","HumanObservation",2007,"07182250-2007","07182250",2007,"653.65","-17",37,5,"-232.11"
"9","Tallgrass Prairie National Preserve","TAPR","TAPRShiner23middl","TAPRShiner2007Sep09","TAPRShiner2007Sep12","seine","main",3,3,33,-999,"No Anomalies",FALSE,1,1,-999,NA,"amemel","Black bullhead","Ictaluridae","Ameiurus melas",164039,"Ameiurus melas","A","GBIF Backbone Taxonomy",2340977,"species","Moderately tolerent to poor water quality and human disturbance","Lithophilic spawner - spawns in clean gravel or cobble substrate. Can be simple. site prep. or parental care spawners","Detritivore/Algivore-Herbivore/Invertivore/Piscivore   (i.e. Generalist/Omnivore)","Event","HumanObservation",2007,"07182250-2007","07182250",2007,"653.65","-17",37,5,"-232.11"
"10","Tallgrass Prairie National Preserve","TAPR","TAPRShiner23middl","TAPRShiner2007Sep09","TAPRShiner2007Sep12","seine","main",3,4,35,-999,"No Anomalies",FALSE,1,1,-999,NA,"amemel","Black bullhead","Ictaluridae","Ameiurus melas",164039,"Ameiurus melas","A","GBIF Backbone Taxonomy",2340977,"species","Moderately tolerent to poor water quality and human disturbance","Lithophilic spawner - spawns in clean gravel or cobble substrate. Can be simple. site prep. or parental care spawners","Detritivore/Algivore-Herbivore/Invertivore/Piscivore   (i.e. Generalist/Omnivore)","Event","HumanObservation",2007,"07182250-2007","07182250",2007,"653.65","-17",37,5,"-232.11"
"11","Tallgrass Prairie National Preserve","TAPR","TAPRShiner23middl","TAPRShiner2007Sep09","TAPRShiner2007Sep12","seine","main",3,5,31,-999,"No Anomalies",FALSE,1,1,-999,NA,"amemel","Black bullhead","Ictaluridae","Ameiurus melas",164039,"Ameiurus melas","A","GBIF Backbone Taxonomy",2340977,"species","Moderately tolerent to poor water quality and human disturbance","Lithophilic spawner - spawns in clean gravel or cobble substrate. Can be simple. site prep. or parental care spawners","Detritivore/Algivore-Herbivore/Invertivore/Piscivore   (i.e. Generalist/Omnivore)","Event","HumanObservation",2007,"07182250-2007","07182250",2007,"653.65","-17",37,5,"-232.11"
"12","Tallgrass Prairie National Preserve","TAPR","TAPRShiner23middl","TAPRShiner2007Sep09","TAPRShiner2007Sep12","seine","main",3,6,33,-999,"No Anomalies",FALSE,1,1,-999,NA,"amemel","Black bullhead","Ictaluridae","Ameiurus melas",164039,"Ameiurus melas","A","GBIF Backbone Taxonomy",2340977,"species","Moderately tolerent to poor water quality and human disturbance","Lithophilic spawner - spawns in clean gravel or cobble substrate. Can be simple. site prep. or parental care spawners","Detritivore/Algivore-Herbivore/Invertivore/Piscivore   (i.e. Generalist/Omnivore)","Event","HumanObservation",2007,"07182250-2007","07182250",2007,"653.65","-17",37,5,"-232.11"
"13","Tallgrass Prairie National Preserve","TAPR","TAPRShiner23middl","TAPRShiner2007Sep09","TAPRShiner2007Sep12","seine","main",3,7,31,-999,"No Anomalies",FALSE,1,1,-999,NA,"amemel","Black bullhead","Ictaluridae","Ameiurus melas",164039,"Ameiurus melas","A","GBIF Backbone Taxonomy",2340977,"species","Moderately tolerent to poor water quality and human disturbance","Lithophilic spawner - spawns in clean gravel or cobble substrate. Can be simple. site prep. or parental care spawners","Detritivore/Algivore-Herbivore/Invertivore/Piscivore   (i.e. Generalist/Omnivore)","Event","HumanObservation",2007,"07182250-2007","07182250",2007,"653.65","-17",37,5,"-232.11"
"14","Tallgrass Prairie National Preserve","TAPR","TAPRShiner23middl","TAPRShiner2007Sep09","TAPRShiner2007Sep12","seine","main",3,8,35,-999,"No Anomalies",FALSE,1,1,-999,NA,"amemel","Black bullhead","Ictaluridae","Ameiurus melas",164039,"Ameiurus melas","A","GBIF Backbone Taxonomy",2340977,"species","Moderately tolerent to poor water quality and human disturbance","Lithophilic spawner - spawns in clean gravel or cobble substrate. Can be simple. site prep. or parental care spawners","Detritivore/Algivore-Herbivore/Invertivore/Piscivore   (i.e. Generalist/Omnivore)","Event","HumanObservation",2007,"07182250-2007","07182250",2007,"653.65","-17",37,5,"-232.11"
"15","Tallgrass Prairie National Preserve","TAPR","TAPRShiner23middl","TAPRShiner2010Sep07","TAPRShiner2010Sep08","seine","main",5,1,95,-999,"No Anomalies",FALSE,1,1,-999,NA,"amemel","Black bullhead","Ictaluridae","Ameiurus melas",164039,"Ameiurus melas","A","GBIF Backbone Taxonomy",2340977,"species","Moderately tolerent to poor water quality and human disturbance","Lithophilic spawner - spawns in clean gravel or cobble substrate. Can be simple. site prep. or parental care spawners","Detritivore/Algivore-Herbivore/Invertivore/Piscivore   (i.e. Generalist/Omnivore)","Event","HumanObservation",2010,"07182250-2010","07182250",2010,"1155.62","46.74",63,5,"-294.1"
"16","Tallgrass Prairie National Preserve","TAPR","TAPRShiner23middl","TAPRShiner2010Sep07","TAPRShiner2010Sep08","seine","main",5,2,122,-999,"No Anomalies",FALSE,1,1,38,NA,"amemel","Black bullhead","Ictaluridae","Ameiurus melas",164039,"Ameiurus melas","A","GBIF Backbone Taxonomy",2340977,"species","Moderately tolerent to poor water quality and human disturbance","Lithophilic spawner - spawns in clean gravel or cobble substrate. Can be simple. site prep. or parental care spawners","Detritivore/Algivore-Herbivore/Invertivore/Piscivore   (i.e. Generalist/Omnivore)","Event","HumanObservation",2010,"07182250-2010","07182250",2010,"1155.62","46.74",63,5,"-294.1"
"17","Tallgrass Prairie National Preserve","TAPR","TAPRShiner23middl","TAPRShiner2010Sep07","TAPRShiner2010Sep08","seine","main",5,3,91,-999,"No Anomalies",FALSE,1,1,-999,NA,"amemel","Black bullhead","Ictaluridae","Ameiurus melas",164039,"Ameiurus melas","A","GBIF Backbone Taxonomy",2340977,"species","Moderately tolerent to poor water quality and human disturbance","Lithophilic spawner - spawns in clean gravel or cobble substrate. Can be simple. site prep. or parental care spawners","Detritivore/Algivore-Herbivore/Invertivore/Piscivore   (i.e. Generalist/Omnivore)","Event","HumanObservation",2010,"07182250-2010","07182250",2010,"1155.62","46.74",63,5,"-294.1"
"18","Tallgrass Prairie National Preserve","TAPR","TAPRShiner23middl","TAPRShiner2015Aug30","TAPRShiner2015Aug31","seine","main",3,1,228,162,"No Anomalies",FALSE,1,0,-999,NA,"amemel","Black bullhead","Ictaluridae","Ameiurus melas",164039,"Ameiurus melas","A","GBIF Backbone Taxonomy",2340977,"species","Moderately tolerent to poor water quality and human disturbance","Lithophilic spawner - spawns in clean gravel or cobble substrate. Can be simple. site prep. or parental care spawners","Detritivore/Algivore-Herbivore/Invertivore/Piscivore   (i.e. Generalist/Omnivore)","Event","HumanObservation",2015,"07182250-2015","07182250",2015,"768.54","-2.41",37,6,"-234.09"
"19","Tallgrass Prairie National Preserve","TAPR","TAPRShiner23middl","TAPRShiner2015Aug30","TAPRShiner2015Aug31","seine","main",3,2,250,224,"No Anomalies",FALSE,1,0,-999,NA,"amemel","Black bullhead","Ictaluridae","Ameiurus melas",164039,"Ameiurus melas","A","GBIF Backbone Taxonomy",2340977,"species","Moderately tolerent to poor water quality and human disturbance","Lithophilic spawner - spawns in clean gravel or cobble substrate. Can be simple. site prep. or parental care spawners","Detritivore/Algivore-Herbivore/Invertivore/Piscivore   (i.e. Generalist/Omnivore)","Event","HumanObservation",2015,"07182250-2015","07182250",2015,"768.54","-2.41",37,6,"-234.09"
"20","Tallgrass Prairie National Preserve","TAPR","TAPRShiner24lower","TAPRShiner2009Sep08","TAPRShiner2009Sep11","seine","main",1,1,110,14,"No Anomalies",FALSE,1,0,-999,NA,"amemel","Black bullhead","Ictaluridae","Ameiurus melas",164039,"Ameiurus melas","A","GBIF Backbone Taxonomy",2340977,"species","Moderately tolerent to poor water quality and human disturbance","Lithophilic spawner - spawns in clean gravel or cobble substrate. Can be simple. site prep. or parental care spawners","Detritivore/Algivore-Herbivore/Invertivore/Piscivore   (i.e. Generalist/Omnivore)","Event","HumanObservation",2009,"07182250-2009","07182250",2009,"1261.48","60.18",64,5,"-361.81"
"21","Tallgrass Prairie National Preserve","TAPR","TAPRShiner01lower","TAPRShiner2001Aug28","TAPRShiner2001Aug31","seine","main",2,1,-999,-999,"No Anomalies",FALSE,2,0,-999,NA,"amenat","Yellow bullhead","Ictaluridae","Ameiurus natalis",164041,"Ameiurus natalis","A","GBIF Backbone Taxonomy",2340969,"species","Tolerant to poor water quality and human disturbance","Lithophilic spawner - spawns in clean gravel or cobble substrate. Can be simple. site prep. or parental care spawners","Algivore-Herbivore/Invertivore/Piscivore   (i.e. Generalist/Omnivore)","Event","HumanObservation",2001,"07182250-2001","07182250",2001,"526.98","-33.08",21,3,"-158.09"
"22","Tallgrass Prairie National Preserve","TAPR","TAPRShiner01lower","TAPRShiner2001Aug28","TAPRShiner2001Aug31","seine","main",5,1,-999,-999,"No Anomalies",FALSE,1,0,-999,NA,"amenat","Yellow bullhead","Ictaluridae","Ameiurus natalis",164041,"Ameiurus natalis","A","GBIF Backbone Taxonomy",2340969,"species","Tolerant to poor water quality and human disturbance","Lithophilic spawner - spawns in clean gravel or cobble substrate. Can be simple. site prep. or parental care spawners","Algivore-Herbivore/Invertivore/Piscivore   (i.e. Generalist/Omnivore)","Event","HumanObservation",2001,"07182250-2001","07182250",2001,"526.98","-33.08",21,3,"-158.09"
"23","Tallgrass Prairie National Preserve","TAPR","TAPRShiner01lower","TAPRShiner2005Oct03","TAPRShiner2005Oct05","seine","main",3,1,-999,-999,"No Anomalies",FALSE,1,0,-999,NA,"amenat","Yellow bullhead","Ictaluridae","Ameiurus natalis",164041,"Ameiurus natalis","A","GBIF Backbone Taxonomy",2340969,"species","Tolerant to poor water quality and human disturbance","Lithophilic spawner - spawns in clean gravel or cobble substrate. Can be simple. site prep. or parental care spawners","Algivore-Herbivore/Invertivore/Piscivore   (i.e. Generalist/Omnivore)","Event","HumanObservation",2005,"07182250-2005","07182250",2005,"1359.41","72.62",59,6,"-328.76"
"24","Tallgrass Prairie National Preserve","TAPR","TAPRShiner01lower","TAPRShiner2007Sep09","TAPRShiner2007Sep11","seine","main",3,1,52,2,"No Anomalies",FALSE,1,0,-999,NA,"amenat","Yellow bullhead","Ictaluridae","Ameiurus natalis",164041,"Ameiurus natalis","A","GBIF Backbone Taxonomy",2340969,"species","Tolerant to poor water quality and human disturbance","Lithophilic spawner - spawns in clean gravel or cobble substrate. Can be simple. site prep. or parental care spawners","Algivore-Herbivore/Invertivore/Piscivore   (i.e. Generalist/Omnivore)","Event","HumanObservation",2007,"07182250-2007","07182250",2007,"653.65","-17",37,5,"-232.11"
"25","Tallgrass Prairie National Preserve","TAPR","TAPRShiner01lower","TAPRShiner2013Sep18","TAPRShiner2013Sep18","seine","main",3,1,52,1,"No Anomalies",FALSE,1,0,-999,NA,"amenat","Yellow bullhead","Ictaluridae","Ameiurus natalis",164041,"Ameiurus natalis","A","GBIF Backbone Taxonomy",2340969,"species","Tolerant to poor water quality and human disturbance","Lithophilic spawner - spawns in clean gravel or cobble substrate. Can be simple. site prep. or parental care spawners","Algivore-Herbivore/Invertivore/Piscivore   (i.e. Generalist/Omnivore)","Event","HumanObservation",2013,"07182250-2013","07182250",2013,"810.88","2.97",35,14,"-141.72"
"26","Tallgrass Prairie National Preserve","TAPR","TAPRShiner01lower","TAPRShiner2013Sep18","TAPRShiner2013Sep18","seine","main",5,1,36,-999,"No Anomalies",FALSE,1,1,2,NA,"amenat","Yellow bullhead","Ictaluridae","Ameiurus natalis",164041,"Ameiurus natalis","A","GBIF Backbone Taxonomy",2340969,"species","Tolerant to poor water quality and human disturbance","Lithophilic spawner - spawns in clean gravel or cobble substrate. Can be simple. site prep. or parental care spawners","Algivore-Herbivore/Invertivore/Piscivore   (i.e. Generalist/Omnivore)","Event","HumanObservation",2013,"07182250-2013","07182250",2013,"810.88","2.97",35,14,"-141.72"
"27","Tallgrass Prairie National Preserve","TAPR","TAPRShiner01lower","TAPRShiner2013Sep18","TAPRShiner2013Sep18","seine","main",5,2,36,-999,"Eroded Fins",FALSE,1,1,-999,NA,"amenat","Yellow bullhead","Ictaluridae","Ameiurus natalis",164041,"Ameiurus natalis","A","GBIF Backbone Taxonomy",2340969,"species","Tolerant to poor water quality and human disturbance","Lithophilic spawner - spawns in clean gravel or cobble substrate. Can be simple. site prep. or parental care spawners","Algivore-Herbivore/Invertivore/Piscivore   (i.e. Generalist/Omnivore)","Event","HumanObservation",2013,"07182250-2013","07182250",2013,"810.88","2.97",35,14,"-141.72"
"28","Tallgrass Prairie National Preserve","TAPR","TAPRShiner01lower","TAPRShiner2013Sep18","TAPRShiner2013Sep18","seine","main",5,3,43,-999,"No Anomalies",FALSE,1,1,-999,NA,"amenat","Yellow bullhead","Ictaluridae","Ameiurus natalis",164041,"Ameiurus natalis","A","GBIF Backbone Taxonomy",2340969,"species","Tolerant to poor water quality and human disturbance","Lithophilic spawner - spawns in clean gravel or cobble substrate. Can be simple. site prep. or parental care spawners","Algivore-Herbivore/Invertivore/Piscivore   (i.e. Generalist/Omnivore)","Event","HumanObservation",2013,"07182250-2013","07182250",2013,"810.88","2.97",35,14,"-141.72"
"29","Tallgrass Prairie National Preserve","TAPR","TAPRShiner01lower","TAPRShiner2014Sep09","TAPRShiner2014Sep09","seine","main",3,1,82,6,"No Anomalies",FALSE,1,0,-999,NA,"amenat","Yellow bullhead","Ictaluridae","Ameiurus natalis",164041,"Ameiurus natalis","A","GBIF Backbone Taxonomy",2340969,"species","Tolerant to poor water quality and human disturbance","Lithophilic spawner - spawns in clean gravel or cobble substrate. Can be simple. site prep. or parental care spawners","Algivore-Herbivore/Invertivore/Piscivore   (i.e. Generalist/Omnivore)","Event","HumanObservation",2014,"07182250-2014","07182250",2014,"301.97","-61.66",16,3,"-85.55"
"30","Tallgrass Prairie National Preserve","TAPR","TAPRShiner01lower","TAPRShiner2014Sep09","TAPRShiner2014Sep09","seine","main",5,1,74,-999,"No Anomalies",FALSE,1,1,-999,NA,"amenat","Yellow bullhead","Ictaluridae","Ameiurus natalis",164041,"Ameiurus natalis","A","GBIF Backbone Taxonomy",2340969,"species","Tolerant to poor water quality and human disturbance","Lithophilic spawner - spawns in clean gravel or cobble substrate. Can be simple. site prep. or parental care spawners","Algivore-Herbivore/Invertivore/Piscivore   (i.e. Generalist/Omnivore)","Event","HumanObservation",2014,"07182250-2014","07182250",2014,"301.97","-61.66",16,3,"-85.55"
"31","Tallgrass Prairie National Preserve","TAPR","TAPRShiner01lower","TAPRShiner2014Sep09","TAPRShiner2014Sep09","seine","main",5,2,70,-999,"No Anomalies",FALSE,1,1,-999,NA,"amenat","Yellow bullhead","Ictaluridae","Ameiurus natalis",164041,"Ameiurus natalis","A","GBIF Backbone Taxonomy",2340969,"species","Tolerant to poor water quality and human disturbance","Lithophilic spawner - spawns in clean gravel or cobble substrate. Can be simple. site prep. or parental care spawners","Algivore-Herbivore/Invertivore/Piscivore   (i.e. Generalist/Omnivore)","Event","HumanObservation",2014,"07182250-2014","07182250",2014,"301.97","-61.66",16,3,"-85.55"
"32","Tallgrass Prairie National Preserve","TAPR","TAPRShiner01lower","TAPRShiner2014Sep09","TAPRShiner2014Sep09","seine","main",5,3,80,-999,"No Anomalies",FALSE,1,1,-999,NA,"amenat","Yellow bullhead","Ictaluridae","Ameiurus natalis",164041,"Ameiurus natalis","A","GBIF Backbone Taxonomy",2340969,"species","Tolerant to poor water quality and human disturbance","Lithophilic spawner - spawns in clean gravel or cobble substrate. Can be simple. site prep. or parental care spawners","Algivore-Herbivore/Invertivore/Piscivore   (i.e. Generalist/Omnivore)","Event","HumanObservation",2014,"07182250-2014","07182250",2014,"301.97","-61.66",16,3,"-85.55"
"33","Tallgrass Prairie National Preserve","TAPR","TAPRShiner01lower","TAPRShiner2014Sep09","TAPRShiner2014Sep09","seine","main",5,4,73,-999,"Lesions",FALSE,1,1,16,NA,"amenat","Yellow bullhead","Ictaluridae","Ameiurus natalis",164041,"Ameiurus natalis","A","GBIF Backbone Taxonomy",2340969,"species","Tolerant to poor water quality and human disturbance","Lithophilic spawner - spawns in clean gravel or cobble substrate. Can be simple. site prep. or parental care spawners","Algivore-Herbivore/Invertivore/Piscivore   (i.e. Generalist/Omnivore)","Event","HumanObservation",2014,"07182250-2014","07182250",2014,"301.97","-61.66",16,3,"-85.55"
"34","Tallgrass Prairie National Preserve","TAPR","TAPRShiner01middl","TAPRShiner2005Oct03","TAPRShiner2005Oct05","seine","main",5,1,-999,-999,"No Anomalies",FALSE,1,0,-999,NA,"amenat","Yellow bullhead","Ictaluridae","Ameiurus natalis",164041,"Ameiurus natalis","A","GBIF Backbone Taxonomy",2340969,"species","Tolerant to poor water quality and human disturbance","Lithophilic spawner - spawns in clean gravel or cobble substrate. Can be simple. site prep. or parental care spawners","Algivore-Herbivore/Invertivore/Piscivore   (i.e. Generalist/Omnivore)","Event","HumanObservation",2005,"07182250-2005","07182250",2005,"1359.41","72.62",59,6,"-328.76"
"35","Tallgrass Prairie National Preserve","TAPR","TAPRShiner01middl","TAPRShiner2015Aug30","TAPRShiner2015Aug30","seine","main",3,1,60,3,"No Anomalies",FALSE,1,0,-999,NA,"amenat","Yellow bullhead","Ictaluridae","Ameiurus natalis",164041,"Ameiurus natalis","A","GBIF Backbone Taxonomy",2340969,"species","Tolerant to poor water quality and human disturbance","Lithophilic spawner - spawns in clean gravel or cobble substrate. Can be simple. site prep. or parental care spawners","Algivore-Herbivore/Invertivore/Piscivore   (i.e. Generalist/Omnivore)","Event","HumanObservation",2015,"07182250-2015","07182250",2015,"768.54","-2.41",37,6,"-234.09"
"36","Tallgrass Prairie National Preserve","TAPR","TAPRShiner01middl","TAPRShiner2018Sep04","TAPRShiner2018Sep04","seine","main",3,1,105,12,"No Anomalies",FALSE,1,0,-999,NA,"amenat","Yellow bullhead","Ictaluridae","Ameiurus natalis",164041,"Ameiurus natalis","A","GBIF Backbone Taxonomy",2340969,"species","Tolerant to poor water quality and human disturbance","Lithophilic spawner - spawns in clean gravel or cobble substrate. Can be simple. site prep. or parental care spawners","Algivore-Herbivore/Invertivore/Piscivore   (i.e. Generalist/Omnivore)","Event","HumanObservation",2018,"07182250-2018","07182250",2018,"123.45","-84.32",4,3,"-43.4"
"37","Tallgrass Prairie National Preserve","TAPR","TAPRShiner01middl","TAPRShiner2021Sep07","TAPRShiner2021Sep07","seine","main",3,1,51,2,"No Anomalies",FALSE,1,0,-999,NA,"amenat","Yellow bullhead","Ictaluridae","Ameiurus natalis",164041,"Ameiurus natalis","A","GBIF Backbone Taxonomy",2340969,"species","Tolerant to poor water quality and human disturbance","Lithophilic spawner - spawns in clean gravel or cobble substrate. Can be simple. site prep. or parental care spawners","Algivore-Herbivore/Invertivore/Piscivore   (i.e. Generalist/Omnivore)","Event","HumanObservation",2021,"07182250-2021","07182250",2021,"538.37","-31.64",30,3,"-150.33"
"38","Tallgrass Prairie National Preserve","TAPR","TAPRShiner01middl","TAPRShiner2021Sep07","TAPRShiner2021Sep07","seine","main",3,2,45,1,"No Anomalies",FALSE,1,0,-999,NA,"amenat","Yellow bullhead","Ictaluridae","Ameiurus natalis",164041,"Ameiurus natalis","A","GBIF Backbone Taxonomy",2340969,"species","Tolerant to poor water quality and human disturbance","Lithophilic spawner - spawns in clean gravel or cobble substrate. Can be simple. site prep. or parental care spawners","Algivore-Herbivore/Invertivore/Piscivore   (i.e. Generalist/Omnivore)","Event","HumanObservation",2021,"07182250-2021","07182250",2021,"538.37","-31.64",30,3,"-150.33"
"39","Tallgrass Prairie National Preserve","TAPR","TAPRShiner01middl","TAPRShiner2022Aug16","TAPRShiner2022Aug16","seine","main",4,1,36,-999,"No Anomalies",FALSE,1,0,-999,"no individual weight recorded","amenat","Yellow bullhead","Ictaluridae","Ameiurus natalis",164041,"Ameiurus natalis","A","GBIF Backbone Taxonomy",2340969,"species","Tolerant to poor water quality and human disturbance","Lithophilic spawner - spawns in clean gravel or cobble substrate. Can be simple. site prep. or parental care spawners","Algivore-Herbivore/Invertivore/Piscivore   (i.e. Generalist/Omnivore)","Event","HumanObservation",2022,"07182250-2022","07182250",2022,"829.01","5.27",36,6,"-248.91"
"40","Tallgrass Prairie National Preserve","TAPR","TAPRShiner02lower","TAPRShiner2004Oct04","TAPRShiner2004Oct04","seine","main",1,1,-999,-999,"No Anomalies",FALSE,1,0,-999,NA,"amenat","Yellow bullhead","Ictaluridae","Ameiurus natalis",164041,"Ameiurus natalis","A","GBIF Backbone Taxonomy",2340969,"species","Tolerant to poor water quality and human disturbance","Lithophilic spawner - spawns in clean gravel or cobble substrate. Can be simple. site prep. or parental care spawners","Algivore-Herbivore/Invertivore/Piscivore   (i.e. Generalist/Omnivore)","Event","HumanObservation",2004,"07182250-2004","07182250",2004,"1146.83","45.63",55,6,"-297.67"
"41","Tallgrass Prairie National Preserve","TAPR","TAPRShiner02lower","TAPRShiner2005Oct03","TAPRShiner2005Oct03","seine","main",4,1,-999,-999,"No Anomalies",FALSE,1,0,-999,NA,"amenat","Yellow bullhead","Ictaluridae","Ameiurus natalis",164041,"Ameiurus natalis","A","GBIF Backbone Taxonomy",2340969,"species","Tolerant to poor water quality and human disturbance","Lithophilic spawner - spawns in clean gravel or cobble substrate. Can be simple. site prep. or parental care spawners","Algivore-Herbivore/Invertivore/Piscivore   (i.e. Generalist/Omnivore)","Event","HumanObservation",2005,"07182250-2005","07182250",2005,"1359.41","72.62",59,6,"-328.76"
"42","Tallgrass Prairie National Preserve","TAPR","TAPRShiner12middl","TAPRShiner2009Sep08","TAPRShiner2009Sep09","seine","main",1,1,274,271,"No Anomalies",FALSE,1,0,-999,NA,"amenat","Yellow bullhead","Ictaluridae","Ameiurus natalis",164041,"Ameiurus natalis","A","GBIF Backbone Taxonomy",2340969,"species","Tolerant to poor water quality and human disturbance","Lithophilic spawner - spawns in clean gravel or cobble substrate. Can be simple. site prep. or parental care spawners","Algivore-Herbivore/Invertivore/Piscivore   (i.e. Generalist/Omnivore)","Event","HumanObservation",2009,"07182250-2009","07182250",2009,"1261.48","60.18",64,5,"-361.81"
