"","ParkName","ParkCode","LocationID","PeriodID","EventID","SamplingGear","ChannelType","SiteNumber","TaxaFishNumber","TotalLength_Millimeters","Weight_Grams","FishAnomaly","Vouchered","NumObs","BatchID","BatchWT_Grams","Comments","TaxonCode","CommonName","FamilyName","VerbatimIdentification","TSN","ScientificName","ScientificName_flag","ScientificNameDataSource","GBIFTaxonID","TaxonRank","Tolerance","ReproductiveClassification","TrophicClassification","dwcType","dwcBasisOfRecord","Year","key","station","water_year","annual_mean","short_term_change","days_over_7xmedian","high_flow_duration","fall_rate"
"11518","Tallgrass Prairie National Preserve","TAPR","TAPRShiner24lower","TAPRShiner2018Sep04","TAPRShiner2018Sep05","seine","main",4,1,56,-999,"No Anomalies",FALSE,1,1,-999,NA,"pimnot","Bluntnose minnow","Cyprinidae","Pimephales notatus",163516,"Pimephales notatus","A","GBIF Backbone Taxonomy",2367736,"species","Tolerant to poor water quality and human disturbance","Non-lithophilic spawner  - spawns in vegetation. debris. open water. or variable substrate. Can be simple. site prep. or parental care spawners","Algivore-Herbivore/Invertivore","Event","HumanObservation",2018,"07182250-2018","07182250",2018,"123.45","-84.32",4,3,"-43.4"
"11519","Tallgrass Prairie National Preserve","TAPR","TAPRShiner24lower","TAPRShiner2018Sep04","TAPRShiner2018Sep05","seine","main",4,2,72,-999,"No Anomalies",FALSE,1,1,5,NA,"pimnot","Bluntnose minnow","Cyprinidae","Pimephales notatus",163516,"Pimephales notatus","A","GBIF Backbone Taxonomy",2367736,"species","Tolerant to poor water quality and human disturbance","Non-lithophilic spawner  - spawns in vegetation. debris. open water. or variable substrate. Can be simple. site prep. or parental care spawners","Algivore-Herbivore/Invertivore","Event","HumanObservation",2018,"07182250-2018","07182250",2018,"123.45","-84.32",4,3,"-43.4"
"11520","Tallgrass Prairie National Preserve","TAPR","TAPRShiner24lower","TAPRShiner2018Sep04","TAPRShiner2018Sep05","seine","main",5,1,64,2,"No Anomalies",FALSE,1,0,-999,NA,"pimnot","Bluntnose minnow","Cyprinidae","Pimephales notatus",163516,"Pimephales notatus","A","GBIF Backbone Taxonomy",2367736,"species","Tolerant to poor water quality and human disturbance","Non-lithophilic spawner  - spawns in vegetation. debris. open water. or variable substrate. Can be simple. site prep. or parental care spawners","Algivore-Herbivore/Invertivore","Event","HumanObservation",2018,"07182250-2018","07182250",2018,"123.45","-84.32",4,3,"-43.4"
"11521","Tallgrass Prairie National Preserve","TAPR","TAPRShiner24middl","TAPRShiner2001Aug28","TAPRShiner2001Aug29","seine","main",1,1,-999,-999,"No Anomalies",FALSE,1,0,-999,NA,"pimnot","Bluntnose minnow","Cyprinidae","Pimephales notatus",163516,"Pimephales notatus","A","GBIF Backbone Taxonomy",2367736,"species","Tolerant to poor water quality and human disturbance","Non-lithophilic spawner  - spawns in vegetation. debris. open water. or variable substrate. Can be simple. site prep. or parental care spawners","Algivore-Herbivore/Invertivore","Event","HumanObservation",2001,"07182250-2001","07182250",2001,"526.98","-33.08",21,3,"-158.09"
"11522","Tallgrass Prairie National Preserve","TAPR","TAPRShiner24middl","TAPRShiner2003Oct06","TAPRShiner2003Oct08","seine","main",1,1,-999,-999,"No Anomalies",FALSE,5,0,-999,NA,"pimnot","Bluntnose minnow","Cyprinidae","Pimephales notatus",163516,"Pimephales notatus","A","GBIF Backbone Taxonomy",2367736,"species","Tolerant to poor water quality and human disturbance","Non-lithophilic spawner  - spawns in vegetation. debris. open water. or variable substrate. Can be simple. site prep. or parental care spawners","Algivore-Herbivore/Invertivore","Event","HumanObservation",2003,"07182250-2003","07182250",2003,"533.4","-32.27",26,4,"-195.37"
"11523","Tallgrass Prairie National Preserve","TAPR","TAPRShiner24middl","TAPRShiner2005Oct03","TAPRShiner2005Oct05","seine","main",1,1,-999,-999,"No Anomalies",FALSE,7,0,-999,NA,"pimnot","Bluntnose minnow","Cyprinidae","Pimephales notatus",163516,"Pimephales notatus","A","GBIF Backbone Taxonomy",2367736,"species","Tolerant to poor water quality and human disturbance","Non-lithophilic spawner  - spawns in vegetation. debris. open water. or variable substrate. Can be simple. site prep. or parental care spawners","Algivore-Herbivore/Invertivore","Event","HumanObservation",2005,"07182250-2005","07182250",2005,"1359.41","72.62",59,6,"-328.76"
"11524","Tallgrass Prairie National Preserve","TAPR","TAPRShiner34lower","TAPRShiner2004Oct04","TAPRShiner2004Oct06","seine","main",3,1,-999,-999,"No Anomalies",FALSE,1,0,-999,NA,"pimnot","Bluntnose minnow","Cyprinidae","Pimephales notatus",163516,"Pimephales notatus","A","GBIF Backbone Taxonomy",2367736,"species","Tolerant to poor water quality and human disturbance","Non-lithophilic spawner  - spawns in vegetation. debris. open water. or variable substrate. Can be simple. site prep. or parental care spawners","Algivore-Herbivore/Invertivore","Event","HumanObservation",2004,"07182250-2004","07182250",2004,"1146.83","45.63",55,6,"-297.67"
"11525","Tallgrass Prairie National Preserve","TAPR","TAPRShiner34lower","TAPRShiner2009Sep08","TAPRShiner2009Sep10","seine","main",2,1,50,-999,"No Anomalies",FALSE,1,1,-999,NA,"pimnot","Bluntnose minnow","Cyprinidae","Pimephales notatus",163516,"Pimephales notatus","A","GBIF Backbone Taxonomy",2367736,"species","Tolerant to poor water quality and human disturbance","Non-lithophilic spawner  - spawns in vegetation. debris. open water. or variable substrate. Can be simple. site prep. or parental care spawners","Algivore-Herbivore/Invertivore","Event","HumanObservation",2009,"07182250-2009","07182250",2009,"1261.48","60.18",64,5,"-361.81"
"11526","Tallgrass Prairie National Preserve","TAPR","TAPRShiner34lower","TAPRShiner2009Sep08","TAPRShiner2009Sep10","seine","main",2,2,51,-999,"No Anomalies",FALSE,1,1,2,NA,"pimnot","Bluntnose minnow","Cyprinidae","Pimephales notatus",163516,"Pimephales notatus","A","GBIF Backbone Taxonomy",2367736,"species","Tolerant to poor water quality and human disturbance","Non-lithophilic spawner  - spawns in vegetation. debris. open water. or variable substrate. Can be simple. site prep. or parental care spawners","Algivore-Herbivore/Invertivore","Event","HumanObservation",2009,"07182250-2009","07182250",2009,"1261.48","60.18",64,5,"-361.81"
"11527","Tallgrass Prairie National Preserve","TAPR","TAPRShiner34lower","TAPRShiner2009Sep08","TAPRShiner2009Sep10","seine","main",2,3,42,-999,"No Anomalies",FALSE,1,1,-999,NA,"pimnot","Bluntnose minnow","Cyprinidae","Pimephales notatus",163516,"Pimephales notatus","A","GBIF Backbone Taxonomy",2367736,"species","Tolerant to poor water quality and human disturbance","Non-lithophilic spawner  - spawns in vegetation. debris. open water. or variable substrate. Can be simple. site prep. or parental care spawners","Algivore-Herbivore/Invertivore","Event","HumanObservation",2009,"07182250-2009","07182250",2009,"1261.48","60.18",64,5,"-361.81"
"11528","Tallgrass Prairie National Preserve","TAPR","TAPRShiner34lower","TAPRShiner2009Sep08","TAPRShiner2009Sep10","seine","main",4,1,45,1,"No Anomalies",FALSE,1,0,-999,NA,"pimnot","Bluntnose minnow","Cyprinidae","Pimephales notatus",163516,"Pimephales notatus","A","GBIF Backbone Taxonomy",2367736,"species","Tolerant to poor water quality and human disturbance","Non-lithophilic spawner  - spawns in vegetation. debris. open water. or variable substrate. Can be simple. site prep. or parental care spawners","Algivore-Herbivore/Invertivore","Event","HumanObservation",2009,"07182250-2009","07182250",2009,"1261.48","60.18",64,5,"-361.81"
"11529","Tallgrass Prairie National Preserve","TAPR","TAPRShiner35lower","TAPRShiner2006Sep18","TAPRShiner2006Sep18","seine","main",1,1,22,-999,"No Anomalies",TRUE,1,0,-999,"no wt","pimnot","Bluntnose minnow","Cyprinidae","Pimephales notatus",163516,"Pimephales notatus","A","GBIF Backbone Taxonomy",2367736,"species","Tolerant to poor water quality and human disturbance","Non-lithophilic spawner  - spawns in vegetation. debris. open water. or variable substrate. Can be simple. site prep. or parental care spawners","Algivore-Herbivore/Invertivore","Event","HumanObservation",2006,"07182250-2006","07182250",2006,"210.05","-73.33",8,2,"-44.98"
"11530","Tallgrass Prairie National Preserve","TAPR","TAPRShiner35lower","TAPRShiner2006Sep18","TAPRShiner2006Sep18","seine","main",1,2,35,-999,"No Anomalies",FALSE,1,0,-999,"no wt","pimnot","Bluntnose minnow","Cyprinidae","Pimephales notatus",163516,"Pimephales notatus","A","GBIF Backbone Taxonomy",2367736,"species","Tolerant to poor water quality and human disturbance","Non-lithophilic spawner  - spawns in vegetation. debris. open water. or variable substrate. Can be simple. site prep. or parental care spawners","Algivore-Herbivore/Invertivore","Event","HumanObservation",2006,"07182250-2006","07182250",2006,"210.05","-73.33",8,2,"-44.98"
"11531","Tallgrass Prairie National Preserve","TAPR","TAPRShiner35lower","TAPRShiner2006Sep18","TAPRShiner2006Sep18","seine","main",1,3,20,-999,"No Anomalies",TRUE,1,0,-999,"no wt","pimnot","Bluntnose minnow","Cyprinidae","Pimephales notatus",163516,"Pimephales notatus","A","GBIF Backbone Taxonomy",2367736,"species","Tolerant to poor water quality and human disturbance","Non-lithophilic spawner  - spawns in vegetation. debris. open water. or variable substrate. Can be simple. site prep. or parental care spawners","Algivore-Herbivore/Invertivore","Event","HumanObservation",2006,"07182250-2006","07182250",2006,"210.05","-73.33",8,2,"-44.98"
"11532","Tallgrass Prairie National Preserve","TAPR","TAPRShiner35lower","TAPRShiner2006Sep18","TAPRShiner2006Sep18","seine","main",1,4,21,-999,"No Anomalies",TRUE,1,0,-999,"no wt","pimnot","Bluntnose minnow","Cyprinidae","Pimephales notatus",163516,"Pimephales notatus","A","GBIF Backbone Taxonomy",2367736,"species","Tolerant to poor water quality and human disturbance","Non-lithophilic spawner  - spawns in vegetation. debris. open water. or variable substrate. Can be simple. site prep. or parental care spawners","Algivore-Herbivore/Invertivore","Event","HumanObservation",2006,"07182250-2006","07182250",2006,"210.05","-73.33",8,2,"-44.98"
"11533","Tallgrass Prairie National Preserve","TAPR","TAPRShiner35lower","TAPRShiner2006Sep18","TAPRShiner2006Sep18","seine","main",1,5,35,-999,"No Anomalies",FALSE,1,0,-999,"no wt","pimnot","Bluntnose minnow","Cyprinidae","Pimephales notatus",163516,"Pimephales notatus","A","GBIF Backbone Taxonomy",2367736,"species","Tolerant to poor water quality and human disturbance","Non-lithophilic spawner  - spawns in vegetation. debris. open water. or variable substrate. Can be simple. site prep. or parental care spawners","Algivore-Herbivore/Invertivore","Event","HumanObservation",2006,"07182250-2006","07182250",2006,"210.05","-73.33",8,2,"-44.98"
"11534","Tallgrass Prairie National Preserve","TAPR","TAPRShiner35lower","TAPRShiner2006Sep18","TAPRShiner2006Sep18","seine","main",1,6,35,-999,"No Anomalies",FALSE,1,0,-999,"no wt","pimnot","Bluntnose minnow","Cyprinidae","Pimephales notatus",163516,"Pimephales notatus","A","GBIF Backbone Taxonomy",2367736,"species","Tolerant to poor water quality and human disturbance","Non-lithophilic spawner  - spawns in vegetation. debris. open water. or variable substrate. Can be simple. site prep. or parental care spawners","Algivore-Herbivore/Invertivore","Event","HumanObservation",2006,"07182250-2006","07182250",2006,"210.05","-73.33",8,2,"-44.98"
"11535","Tallgrass Prairie National Preserve","TAPR","TAPRShiner35lower","TAPRShiner2006Sep18","TAPRShiner2006Sep18","seine","main",1,7,42,-999,"No Anomalies",FALSE,1,0,-999,"no wt","pimnot","Bluntnose minnow","Cyprinidae","Pimephales notatus",163516,"Pimephales notatus","A","GBIF Backbone Taxonomy",2367736,"species","Tolerant to poor water quality and human disturbance","Non-lithophilic spawner  - spawns in vegetation. debris. open water. or variable substrate. Can be simple. site prep. or parental care spawners","Algivore-Herbivore/Invertivore","Event","HumanObservation",2006,"07182250-2006","07182250",2006,"210.05","-73.33",8,2,"-44.98"
"11536","Tallgrass Prairie National Preserve","TAPR","TAPRShiner35lower","TAPRShiner2006Sep18","TAPRShiner2006Sep18","seine","main",2,1,35,-999,"No Anomalies",FALSE,1,1,-999,NA,"pimnot","Bluntnose minnow","Cyprinidae","Pimephales notatus",163516,"Pimephales notatus","A","GBIF Backbone Taxonomy",2367736,"species","Tolerant to poor water quality and human disturbance","Non-lithophilic spawner  - spawns in vegetation. debris. open water. or variable substrate. Can be simple. site prep. or parental care spawners","Algivore-Herbivore/Invertivore","Event","HumanObservation",2006,"07182250-2006","07182250",2006,"210.05","-73.33",8,2,"-44.98"
"11537","Tallgrass Prairie National Preserve","TAPR","TAPRShiner35lower","TAPRShiner2006Sep18","TAPRShiner2006Sep18","seine","main",2,2,52,-999,"Black spot",FALSE,1,1,-999,NA,"pimnot","Bluntnose minnow","Cyprinidae","Pimephales notatus",163516,"Pimephales notatus","A","GBIF Backbone Taxonomy",2367736,"species","Tolerant to poor water quality and human disturbance","Non-lithophilic spawner  - spawns in vegetation. debris. open water. or variable substrate. Can be simple. site prep. or parental care spawners","Algivore-Herbivore/Invertivore","Event","HumanObservation",2006,"07182250-2006","07182250",2006,"210.05","-73.33",8,2,"-44.98"
"11538","Tallgrass Prairie National Preserve","TAPR","TAPRShiner35lower","TAPRShiner2006Sep18","TAPRShiner2006Sep18","seine","main",2,3,30,-999,"No Anomalies",FALSE,1,1,-999,NA,"pimnot","Bluntnose minnow","Cyprinidae","Pimephales notatus",163516,"Pimephales notatus","A","GBIF Backbone Taxonomy",2367736,"species","Tolerant to poor water quality and human disturbance","Non-lithophilic spawner  - spawns in vegetation. debris. open water. or variable substrate. Can be simple. site prep. or parental care spawners","Algivore-Herbivore/Invertivore","Event","HumanObservation",2006,"07182250-2006","07182250",2006,"210.05","-73.33",8,2,"-44.98"
"11539","Tallgrass Prairie National Preserve","TAPR","TAPRShiner35lower","TAPRShiner2006Sep18","TAPRShiner2006Sep18","seine","main",2,4,23,-999,"No Anomalies",FALSE,1,1,2,NA,"pimnot","Bluntnose minnow","Cyprinidae","Pimephales notatus",163516,"Pimephales notatus","A","GBIF Backbone Taxonomy",2367736,"species","Tolerant to poor water quality and human disturbance","Non-lithophilic spawner  - spawns in vegetation. debris. open water. or variable substrate. Can be simple. site prep. or parental care spawners","Algivore-Herbivore/Invertivore","Event","HumanObservation",2006,"07182250-2006","07182250",2006,"210.05","-73.33",8,2,"-44.98"
"11540","Tallgrass Prairie National Preserve","TAPR","TAPRShiner35lower","TAPRShiner2006Sep18","TAPRShiner2006Sep18","seine","main",2,5,32,-999,"No Anomalies",FALSE,1,0,-999,"no wt","pimnot","Bluntnose minnow","Cyprinidae","Pimephales notatus",163516,"Pimephales notatus","A","GBIF Backbone Taxonomy",2367736,"species","Tolerant to poor water quality and human disturbance","Non-lithophilic spawner  - spawns in vegetation. debris. open water. or variable substrate. Can be simple. site prep. or parental care spawners","Algivore-Herbivore/Invertivore","Event","HumanObservation",2006,"07182250-2006","07182250",2006,"210.05","-73.33",8,2,"-44.98"
"11541","Tallgrass Prairie National Preserve","TAPR","TAPRShiner35lower","TAPRShiner2006Sep18","TAPRShiner2006Sep18","seine","main",3,1,40,-999,"No Anomalies",FALSE,1,1,-999,NA,"pimnot","Bluntnose minnow","Cyprinidae","Pimephales notatus",163516,"Pimephales notatus","A","GBIF Backbone Taxonomy",2367736,"species","Tolerant to poor water quality and human disturbance","Non-lithophilic spawner  - spawns in vegetation. debris. open water. or variable substrate. Can be simple. site prep. or parental care spawners","Algivore-Herbivore/Invertivore","Event","HumanObservation",2006,"07182250-2006","07182250",2006,"210.05","-73.33",8,2,"-44.98"
"11542","Tallgrass Prairie National Preserve","TAPR","TAPRShiner35lower","TAPRShiner2006Sep18","TAPRShiner2006Sep18","seine","main",3,2,-999,-999,"No Anomalies",TRUE,17,0,-999,NA,"pimnot","Bluntnose minnow","Cyprinidae","Pimephales notatus",163516,"Pimephales notatus","A","GBIF Backbone Taxonomy",2367736,"species","Tolerant to poor water quality and human disturbance","Non-lithophilic spawner  - spawns in vegetation. debris. open water. or variable substrate. Can be simple. site prep. or parental care spawners","Algivore-Herbivore/Invertivore","Event","HumanObservation",2006,"07182250-2006","07182250",2006,"210.05","-73.33",8,2,"-44.98"
"11543","Tallgrass Prairie National Preserve","TAPR","TAPRShiner35lower","TAPRShiner2006Sep18","TAPRShiner2006Sep18","seine","main",3,3,35,-999,"No Anomalies",FALSE,1,1,-999,NA,"pimnot","Bluntnose minnow","Cyprinidae","Pimephales notatus",163516,"Pimephales notatus","A","GBIF Backbone Taxonomy",2367736,"species","Tolerant to poor water quality and human disturbance","Non-lithophilic spawner  - spawns in vegetation. debris. open water. or variable substrate. Can be simple. site prep. or parental care spawners","Algivore-Herbivore/Invertivore","Event","HumanObservation",2006,"07182250-2006","07182250",2006,"210.05","-73.33",8,2,"-44.98"
"11544","Tallgrass Prairie National Preserve","TAPR","TAPRShiner35lower","TAPRShiner2006Sep18","TAPRShiner2006Sep18","seine","main",3,4,32,-999,"No Anomalies",FALSE,1,1,14,NA,"pimnot","Bluntnose minnow","Cyprinidae","Pimephales notatus",163516,"Pimephales notatus","A","GBIF Backbone Taxonomy",2367736,"species","Tolerant to poor water quality and human disturbance","Non-lithophilic spawner  - spawns in vegetation. debris. open water. or variable substrate. Can be simple. site prep. or parental care spawners","Algivore-Herbivore/Invertivore","Event","HumanObservation",2006,"07182250-2006","07182250",2006,"210.05","-73.33",8,2,"-44.98"
"11545","Tallgrass Prairie National Preserve","TAPR","TAPRShiner35lower","TAPRShiner2006Sep18","TAPRShiner2006Sep18","seine","main",3,5,38,-999,"No Anomalies",FALSE,1,1,-999,NA,"pimnot","Bluntnose minnow","Cyprinidae","Pimephales notatus",163516,"Pimephales notatus","A","GBIF Backbone Taxonomy",2367736,"species","Tolerant to poor water quality and human disturbance","Non-lithophilic spawner  - spawns in vegetation. debris. open water. or variable substrate. Can be simple. site prep. or parental care spawners","Algivore-Herbivore/Invertivore","Event","HumanObservation",2006,"07182250-2006","07182250",2006,"210.05","-73.33",8,2,"-44.98"
"11546","Tallgrass Prairie National Preserve","TAPR","TAPRShiner35lower","TAPRShiner2006Sep18","TAPRShiner2006Sep18","seine","main",3,6,39,-999,"No Anomalies",FALSE,1,1,-999,NA,"pimnot","Bluntnose minnow","Cyprinidae","Pimephales notatus",163516,"Pimephales notatus","A","GBIF Backbone Taxonomy",2367736,"species","Tolerant to poor water quality and human disturbance","Non-lithophilic spawner  - spawns in vegetation. debris. open water. or variable substrate. Can be simple. site prep. or parental care spawners","Algivore-Herbivore/Invertivore","Event","HumanObservation",2006,"07182250-2006","07182250",2006,"210.05","-73.33",8,2,"-44.98"
"11547","Tallgrass Prairie National Preserve","TAPR","TAPRShiner35lower","TAPRShiner2006Sep18","TAPRShiner2006Sep18","seine","main",3,7,35,-999,"No Anomalies",FALSE,1,1,-999,NA,"pimnot","Bluntnose minnow","Cyprinidae","Pimephales notatus",163516,"Pimephales notatus","A","GBIF Backbone Taxonomy",2367736,"species","Tolerant to poor water quality and human disturbance","Non-lithophilic spawner  - spawns in vegetation. debris. open water. or variable substrate. Can be simple. site prep. or parental care spawners","Algivore-Herbivore/Invertivore","Event","HumanObservation",2006,"07182250-2006","07182250",2006,"210.05","-73.33",8,2,"-44.98"
"11548","Tallgrass Prairie National Preserve","TAPR","TAPRShiner35lower","TAPRShiner2006Sep18","TAPRShiner2006Sep18","seine","main",3,8,40,-999,"No Anomalies",FALSE,1,1,-999,NA,"pimnot","Bluntnose minnow","Cyprinidae","Pimephales notatus",163516,"Pimephales notatus","A","GBIF Backbone Taxonomy",2367736,"species","Tolerant to poor water quality and human disturbance","Non-lithophilic spawner  - spawns in vegetation. debris. open water. or variable substrate. Can be simple. site prep. or parental care spawners","Algivore-Herbivore/Invertivore","Event","HumanObservation",2006,"07182250-2006","07182250",2006,"210.05","-73.33",8,2,"-44.98"
"11549","Tallgrass Prairie National Preserve","TAPR","TAPRShiner35lower","TAPRShiner2006Sep18","TAPRShiner2006Sep18","seine","main",3,9,40,-999,"No Anomalies",FALSE,1,1,-999,NA,"pimnot","Bluntnose minnow","Cyprinidae","Pimephales notatus",163516,"Pimephales notatus","A","GBIF Backbone Taxonomy",2367736,"species","Tolerant to poor water quality and human disturbance","Non-lithophilic spawner  - spawns in vegetation. debris. open water. or variable substrate. Can be simple. site prep. or parental care spawners","Algivore-Herbivore/Invertivore","Event","HumanObservation",2006,"07182250-2006","07182250",2006,"210.05","-73.33",8,2,"-44.98"
"11550","Tallgrass Prairie National Preserve","TAPR","TAPRShiner35lower","TAPRShiner2006Sep18","TAPRShiner2006Sep18","seine","main",3,10,-999,-999,"No Anomalies",FALSE,115,0,-999,NA,"pimnot","Bluntnose minnow","Cyprinidae","Pimephales notatus",163516,"Pimephales notatus","A","GBIF Backbone Taxonomy",2367736,"species","Tolerant to poor water quality and human disturbance","Non-lithophilic spawner  - spawns in vegetation. debris. open water. or variable substrate. Can be simple. site prep. or parental care spawners","Algivore-Herbivore/Invertivore","Event","HumanObservation",2006,"07182250-2006","07182250",2006,"210.05","-73.33",8,2,"-44.98"
"11551","Tallgrass Prairie National Preserve","TAPR","TAPRShiner35lower","TAPRShiner2006Sep18","TAPRShiner2006Sep18","seine","main",3,11,60,-999,"No Anomalies",FALSE,1,1,-999,NA,"pimnot","Bluntnose minnow","Cyprinidae","Pimephales notatus",163516,"Pimephales notatus","A","GBIF Backbone Taxonomy",2367736,"species","Tolerant to poor water quality and human disturbance","Non-lithophilic spawner  - spawns in vegetation. debris. open water. or variable substrate. Can be simple. site prep. or parental care spawners","Algivore-Herbivore/Invertivore","Event","HumanObservation",2006,"07182250-2006","07182250",2006,"210.05","-73.33",8,2,"-44.98"
"11552","Tallgrass Prairie National Preserve","TAPR","TAPRShiner35lower","TAPRShiner2006Sep18","TAPRShiner2006Sep18","seine","main",3,12,73,-999,"No Anomalies",FALSE,1,1,-999,NA,"pimnot","Bluntnose minnow","Cyprinidae","Pimephales notatus",163516,"Pimephales notatus","A","GBIF Backbone Taxonomy",2367736,"species","Tolerant to poor water quality and human disturbance","Non-lithophilic spawner  - spawns in vegetation. debris. open water. or variable substrate. Can be simple. site prep. or parental care spawners","Algivore-Herbivore/Invertivore","Event","HumanObservation",2006,"07182250-2006","07182250",2006,"210.05","-73.33",8,2,"-44.98"
"11553","Tallgrass Prairie National Preserve","TAPR","TAPRShiner35lower","TAPRShiner2006Sep18","TAPRShiner2006Sep18","seine","main",3,13,35,-999,"No Anomalies",FALSE,1,1,-999,NA,"pimnot","Bluntnose minnow","Cyprinidae","Pimephales notatus",163516,"Pimephales notatus","A","GBIF Backbone Taxonomy",2367736,"species","Tolerant to poor water quality and human disturbance","Non-lithophilic spawner  - spawns in vegetation. debris. open water. or variable substrate. Can be simple. site prep. or parental care spawners","Algivore-Herbivore/Invertivore","Event","HumanObservation",2006,"07182250-2006","07182250",2006,"210.05","-73.33",8,2,"-44.98"
"11554","Tallgrass Prairie National Preserve","TAPR","TAPRShiner35lower","TAPRShiner2006Sep18","TAPRShiner2006Sep18","seine","main",3,14,54,-999,"No Anomalies",FALSE,1,1,-999,NA,"pimnot","Bluntnose minnow","Cyprinidae","Pimephales notatus",163516,"Pimephales notatus","A","GBIF Backbone Taxonomy",2367736,"species","Tolerant to poor water quality and human disturbance","Non-lithophilic spawner  - spawns in vegetation. debris. open water. or variable substrate. Can be simple. site prep. or parental care spawners","Algivore-Herbivore/Invertivore","Event","HumanObservation",2006,"07182250-2006","07182250",2006,"210.05","-73.33",8,2,"-44.98"
"11555","Tallgrass Prairie National Preserve","TAPR","TAPRShiner35lower","TAPRShiner2006Sep18","TAPRShiner2006Sep18","seine","main",3,15,42,-999,"No Anomalies",FALSE,1,1,-999,NA,"pimnot","Bluntnose minnow","Cyprinidae","Pimephales notatus",163516,"Pimephales notatus","A","GBIF Backbone Taxonomy",2367736,"species","Tolerant to poor water quality and human disturbance","Non-lithophilic spawner  - spawns in vegetation. debris. open water. or variable substrate. Can be simple. site prep. or parental care spawners","Algivore-Herbivore/Invertivore","Event","HumanObservation",2006,"07182250-2006","07182250",2006,"210.05","-73.33",8,2,"-44.98"
"11556","Tallgrass Prairie National Preserve","TAPR","TAPRShiner35lower","TAPRShiner2006Sep18","TAPRShiner2006Sep18","seine","main",3,16,37,-999,"No Anomalies",FALSE,1,1,-999,NA,"pimnot","Bluntnose minnow","Cyprinidae","Pimephales notatus",163516,"Pimephales notatus","A","GBIF Backbone Taxonomy",2367736,"species","Tolerant to poor water quality and human disturbance","Non-lithophilic spawner  - spawns in vegetation. debris. open water. or variable substrate. Can be simple. site prep. or parental care spawners","Algivore-Herbivore/Invertivore","Event","HumanObservation",2006,"07182250-2006","07182250",2006,"210.05","-73.33",8,2,"-44.98"
"11557","Tallgrass Prairie National Preserve","TAPR","TAPRShiner35lower","TAPRShiner2006Sep18","TAPRShiner2006Sep18","seine","main",3,17,30,-999,"No Anomalies",FALSE,1,1,-999,NA,"pimnot","Bluntnose minnow","Cyprinidae","Pimephales notatus",163516,"Pimephales notatus","A","GBIF Backbone Taxonomy",2367736,"species","Tolerant to poor water quality and human disturbance","Non-lithophilic spawner  - spawns in vegetation. debris. open water. or variable substrate. Can be simple. site prep. or parental care spawners","Algivore-Herbivore/Invertivore","Event","HumanObservation",2006,"07182250-2006","07182250",2006,"210.05","-73.33",8,2,"-44.98"
"11558","Tallgrass Prairie National Preserve","TAPR","TAPRShiner35lower","TAPRShiner2006Sep18","TAPRShiner2006Sep18","seine","main",3,18,39,-999,"No Anomalies",FALSE,1,1,-999,NA,"pimnot","Bluntnose minnow","Cyprinidae","Pimephales notatus",163516,"Pimephales notatus","A","GBIF Backbone Taxonomy",2367736,"species","Tolerant to poor water quality and human disturbance","Non-lithophilic spawner  - spawns in vegetation. debris. open water. or variable substrate. Can be simple. site prep. or parental care spawners","Algivore-Herbivore/Invertivore","Event","HumanObservation",2006,"07182250-2006","07182250",2006,"210.05","-73.33",8,2,"-44.98"
"11559","Tallgrass Prairie National Preserve","TAPR","TAPRShiner35lower","TAPRShiner2006Sep18","TAPRShiner2006Sep18","seine","main",3,19,37,-999,"No Anomalies",FALSE,1,1,-999,NA,"pimnot","Bluntnose minnow","Cyprinidae","Pimephales notatus",163516,"Pimephales notatus","A","GBIF Backbone Taxonomy",2367736,"species","Tolerant to poor water quality and human disturbance","Non-lithophilic spawner  - spawns in vegetation. debris. open water. or variable substrate. Can be simple. site prep. or parental care spawners","Algivore-Herbivore/Invertivore","Event","HumanObservation",2006,"07182250-2006","07182250",2006,"210.05","-73.33",8,2,"-44.98"
"11560","Tallgrass Prairie National Preserve","TAPR","TAPRShiner35lower","TAPRShiner2006Sep18","TAPRShiner2006Sep18","seine","main",3,20,51,-999,"No Anomalies",FALSE,1,1,-999,NA,"pimnot","Bluntnose minnow","Cyprinidae","Pimephales notatus",163516,"Pimephales notatus","A","GBIF Backbone Taxonomy",2367736,"species","Tolerant to poor water quality and human disturbance","Non-lithophilic spawner  - spawns in vegetation. debris. open water. or variable substrate. Can be simple. site prep. or parental care spawners","Algivore-Herbivore/Invertivore","Event","HumanObservation",2006,"07182250-2006","07182250",2006,"210.05","-73.33",8,2,"-44.98"
"11561","Tallgrass Prairie National Preserve","TAPR","TAPRShiner35lower","TAPRShiner2006Sep18","TAPRShiner2006Sep18","seine","main",3,21,37,-999,"No Anomalies",FALSE,1,1,-999,NA,"pimnot","Bluntnose minnow","Cyprinidae","Pimephales notatus",163516,"Pimephales notatus","A","GBIF Backbone Taxonomy",2367736,"species","Tolerant to poor water quality and human disturbance","Non-lithophilic spawner  - spawns in vegetation. debris. open water. or variable substrate. Can be simple. site prep. or parental care spawners","Algivore-Herbivore/Invertivore","Event","HumanObservation",2006,"07182250-2006","07182250",2006,"210.05","-73.33",8,2,"-44.98"
